Day,Month,Year,Venue,City,Country,Tour,Latitude,Longitude
21,Jul,1982,Capital Centre,Landover,United States of America,Jump Up Tour,40.079,-98.816
22,Jul,1982,Merriweather Post Pavilion,Columbia,United States of America,Jump Up Tour,40.079,-98.816
23,Jul,1982,Merriweather Post Pavilion,Columbia,United States of America,Jump Up Tour,40.079,-98.816
25,Jul,1982,Saratoga Performing Arts Center,Saratoga Springs,United States of America,Jump Up Tour,40.079,-98.816
27,Jul,1982,Mann Music Center,Philadelphia,United States of America,Jump Up Tour,40.079,-98.816
29,Jul,1982,Maple Leaf Gardens,Toronto,Canada,Jump Up Tour,59.207,-111.194
30,Jul,1982,Ottawa Civic Centre,Ottawa,Canada,Jump Up Tour,59.207,-111.194
2,Aug,1982,Montreal Forum,Montreal,Canada,Jump Up Tour,59.207,-111.194
3,Aug,1982,Boston Garden,Boston,United States of America,Jump Up Tour,40.079,-98.816
5,Aug,1982,Madison Square Garden,New York,United States of America,Jump Up Tour,40.079,-98.816
6,Aug,1982,Madison Square Garden,New York,United States of America,Jump Up Tour,40.079,-98.816
7,Aug,1982,Madison Square Garden,New York,United States of America,Jump Up Tour,40.079,-98.816
2,Nov,1982,City Hall,Newcastle Upon Tyne,United Kingdom,1982 UK Tour,52.289,-1.259
3,Nov,1982,City Hall,Newcastle Upon Tyne,United Kingdom,1982 UK Tour,52.289,-1.259
4,Nov,1982,Edinburgh Playhouse,Edinburgh,United Kingdom,1982 UK Tour,52.289,-1.259
5,Nov,1982,Edinburgh Playhouse,Edinburgh,United Kingdom,1982 UK Tour,52.289,-1.259
6,Nov,1982,Caird Hall,Dundee,United Kingdom,1982 UK Tour,52.289,-1.259
7,Nov,1982,Apollo Theatre,Glasgow,United Kingdom,1982 UK Tour,52.289,-1.259
8,Nov,1982,Apollo Theatre,Glasgow,United Kingdom,1982 UK Tour,52.289,-1.259
10,Nov,1982,City Hall,Sheffield,United Kingdom,1982 UK Tour,52.289,-1.259
11,Nov,1982,City Hall,Sheffield,United Kingdom,1982 UK Tour,52.289,-1.259
13,Nov,1982,Empire Theatre,Liverpool,United Kingdom,1982 UK Tour,52.289,-1.259
14,Nov,1982,Empire Theatre,Liverpool,United Kingdom,1982 UK Tour,52.289,-1.259
15,Nov,1982,Blackpool Opera House,Blackpool,United Kingdom,1982 UK Tour,52.289,-1.259
16,Nov,1982,Blackpool Opera House,Blackpool,United Kingdom,1982 UK Tour,52.289,-1.259
17,Nov,1982,Apollo Theatre,Manchester,United Kingdom,1982 UK Tour,52.289,-1.259
18,Nov,1982,Apollo Theatre,Manchester,United Kingdom,1982 UK Tour,52.289,-1.259
19,Nov,1982,Apollo Theatre,Manchester,United Kingdom,1982 UK Tour,52.289,-1.259
21,Nov,1982,Birmingham Odeon,Birmingham,United Kingdom,1982 UK Tour,52.289,-1.259
22,Nov,1982,Birmingham Odeon,Birmingham,United Kingdom,1982 UK Tour,52.289,-1.259
23,Nov,1982,Birmingham Odeon,Birmingham,United Kingdom,1982 UK Tour,52.289,-1.259
25,Nov,1982,St. Davids Hall,Cardiff,United Kingdom,1982 UK Tour,52.289,-1.259
26,Nov,1982,St. Davids Hall,Cardiff,United Kingdom,1982 UK Tour,52.289,-1.259
27,Nov,1982,Royal Concert Hall,Nottingham,United Kingdom,1982 UK Tour,52.289,-1.259
28,Nov,1982,Royal Concert Hall,Nottingham,United Kingdom,1982 UK Tour,52.289,-1.259
3,Dec,1982,Winter Gardens,Bournemouth,United Kingdom,1982 UK Tour,52.289,-1.259
4,Dec,1982,Winter Gardens,Bournemouth,United Kingdom,1982 UK Tour,52.289,-1.259
5,Dec,1982,Gaumont Theatre,Southampton,United Kingdom,1982 UK Tour,52.289,-1.259
6,Dec,1982,Gaumont Theatre,Southampton,United Kingdom,1982 UK Tour,52.289,-1.259
7,Dec,1982,Brighton Centre,Brighton,United Kingdom,1982 UK Tour,52.289,-1.259
9,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
10,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
11,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
12,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
13,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
14,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
15,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
16,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
17,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
18,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
19,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
20,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
21,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
22,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
23,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
24,Dec,1982,Hammersmith Odeon,London,United Kingdom,1982 UK Tour,52.289,-1.259
7,Oct,1983,Sun City Casino,Johannesburg,South Africa,none,-31.7,23.441
19,Feb,1984,Addington Showgrounds,Christchurch,New Zealand,too low for zero tour of australia,-42.558,172.377
22,Feb,1984,Athletic Park,Wellington,New Zealand,too low for zero tour of australia,-42.558,172.377
25,Feb,1984,Mount Stadium,Auckland,New Zealand,too low for zero tour of australia,-42.558,172.377
28,Feb,1984,Entertainment Center,Melbourne,Australia,too low for zero tour of australia,-24.578,133.582
29,Feb,1984,Entertainment Center,Melbourne,Australia,too low for zero tour of australia,-24.578,133.582
1,Mar,1984,Entertainment Center,Melbourne,Australia,too low for zero tour of australia,-24.578,133.582
2,Mar,1984,Entertainment Center,Melbourne,Australia,too low for zero tour of australia,-24.578,133.582
3,Mar,1984,Entertainment Center,Melbourne,Australia,too low for zero tour of australia,-24.578,133.582
4,Mar,1984,ABC Studios,Melbourne,Australia,too low for zero tour of australia,-24.578,133.582
6,Mar,1984,Entertainment Center,Perth,Australia,too low for zero tour of australia,-24.578,133.582
7,Mar,1984,Entertainment Center,Perth,Australia,too low for zero tour of australia,-24.578,133.582
9,Mar,1984,Memorial Drive,Adelaide,Australia,too low for zero tour of australia,-24.578,133.582
12,Mar,1984,Festival Hall,Brisbane,Australia,too low for zero tour of australia,-24.578,133.582
13,Mar,1984,Festival Hall,Brisbane,Australia,too low for zero tour of australia,-24.578,133.582
14,Mar,1984,Festival Hall,Brisbane,Australia,too low for zero tour of australia,-24.578,133.582
16,Mar,1984,Entertainment Center,Sydney,Australia,too low for zero tour of australia,-24.578,133.582
17,Mar,1984,Entertainment Center,Sydney,Australia,too low for zero tour of australia,-24.578,133.582
18,Mar,1984,Entertainment Center,Sydney,Australia,too low for zero tour of australia,-24.578,133.582
19,Mar,1984,Entertainment Center,Sydney,Australia,too low for zero tour of australia,-24.578,133.582
20,Mar,1984,Entertainment Center,Sydney,Australia,too low for zero tour of australia,-24.578,133.582
21,Mar,1984,Entertainment Center,Sydney,Australia,too low for zero tour of australia,-24.578,133.582
22,Mar,1984,Entertainment Center,Sydney,Australia,too low for zero tour of australia,-24.578,133.582
24,Mar,1984,Entertainment Center,Sydney,Australia,too low for zero tour of australia,-24.578,133.582
25,Mar,1984,Entertainment Center,Sydney,Australia,too low for zero tour of australia,-24.578,133.582
30,Mar,1984,Hong Kong Coliseum,Hong Kong,Hong Kong,Too Low For Zero Far East Tour,22.411,114.06
31,Mar,1984,Hong Kong Coliseum,Hong Kong,Hong Kong,Too Low For Zero Far East Tour,22.411,114.06
5,Apr,1984,Hala Oliwia,Gdansk,Poland,European Express Tour,52.442,19.72
17,Apr,1984,Olympic Ice Stadium,Sarajevo,Bosnia and Herzegovina,European Express Tour,44.342,17.804
18,Apr,1984,Pionir Hall,Belgrade,Serbia,European Express Tour,44.021,20.699
19,Apr,1984,Dom Sportova,Zagreb,Croatia,European Express Tour,45.754,16.385
21,Apr,1984,Sport Hall,Budapest,Hungary,European Express Tour,47.174,19.618
22,Apr,1984,Sport Hall,Budapest,Hungary,European Express Tour,47.174,19.618
24,Apr,1984,Palace Kultury,Prague,Czech Republic,European Express Tour,49.848,15.281
25,Apr,1984,Havirov Sport Hall,Ostrava,Czech Republic,European Express Tour,49.848,15.281
26,Apr,1984,Halla Spodek,Katowice,Poland,European Express Tour,52.442,19.72
27,Apr,1984,Halla Congressova,Warsaw,Poland,European Express Tour,52.442,19.72
28,Apr,1984,Olivia Sporthall,Gdansk,Poland,European Express Tour,52.442,19.72
30,Apr,1984,Ice Stadium,Stockholm,Sweden,European Express Tour,66.219,19.0
2,May,1984,Drammenshalle,Oslo,Norway,European Express Tour,61.37,9.303
4,May,1984,Brøndbyhallen,Brøndby,Denmark,European Express Tour,56.113,9.096
6,May,1984,Sportpaleis Ahoy,Rotterdam,Netherlands,European Express Tour,52.17,5.01
7,May,1984,Vorst Nationaal,Brussels,Belgium,European Express Tour,50.675,4.459
8,May,1984,Vorst Nationaal,Brussels,Belgium,European Express Tour,50.675,4.459
11,May,1984,Sporthalle,Cologne,Germany,European Express Tour,51.382,9.988
12,May,1984,Grugahalle,Essen,Germany,European Express Tour,51.382,9.988
13,May,1984,Grugahalle,Essen,Germany,European Express Tour,51.382,9.988
14,May,1984,Stadhalle,Bremen,Germany,European Express Tour,51.382,9.988
15,May,1984,Schleyerhalle,Stuttgart,Germany,European Express Tour,51.382,9.988
17,May,1984,Stadion Sporthalle,Hanover,Germany,European Express Tour,51.382,9.988
18,May,1984,Waldbuhne,Berlin,Germany,European Express Tour,51.382,9.988
20,May,1984,Frelchtheater,Bad Segeberg,Germany,European Express Tour,51.382,9.988
22,May,1984,Olympichalle,Munich,Germany,European Express Tour,51.382,9.988
23,May,1984,Wiener Stadthalle,Vienna,Austria,European Express Tour,47.65,14.705
25,May,1984,Patinoire Des Vernets,Geneva,Switzerland,European Express Tour,46.779,8.033
26,May,1984,Hallenstadion,Zurich,Switzerland,European Express Tour,46.779,8.033
27,May,1984,Hallenstadion,Zurich,Switzerland,European Express Tour,46.779,8.033
28,May,1984,Palais Omnisports,Paris,France,European Express Tour,46.656,2.543
29,May,1984,Palais Omnisports,Paris,France,European Express Tour,46.656,2.543
30,May,1984,Palais Omnisports,Paris,France,European Express Tour,46.656,2.543
31,May,1984,Palais Des Sports,Grenoble,France,European Express Tour,46.656,2.543
2,Jun,1984,Sud West Stadium,Ludwig Shafen,Germany,SWF3 Festival,51.382,9.988
4,Jun,1984,Parc des Expositions,Avignon,France,European Express Tour,46.656,2.543
5,Jun,1984,Parc des Expositions,Nice,France,European Express Tour,46.656,2.543
6,Jun,1984,Palais Des Sports,Toulouse,France,European Express Tour,46.656,2.543
8,Jun,1984,Pavelle Deportes,Madrid,Spain,European Express Tour,40.617,-3.388
9,Jun,1984,Sports Palace,Barcelona,Spain,European Express Tour,40.617,-3.388
11,Jun,1984,Teatro Tenda,Milan,Italy,European Express Tour,44.371,11.108
12,Jun,1984,Teatro Tenda,Milan,Italy,European Express Tour,44.371,11.108
15,Jun,1984,Kings Hall,Belfast,Ireland,European Express Tour,53.214,-7.588
16,Jun,1984,RDS,Dublin,Ireland,European Express Tour,53.214,-7.588
18,Jun,1984,Queens Hall,Leeds,United Kingdom,European Express Tour,52.289,-1.259
19,Jun,1984,Queens Hall,Leeds,United Kingdom,European Express Tour,52.289,-1.259
20,Jun,1984,Playhouse,Edinburgh,United Kingdom,European Express Tour,52.289,-1.259
21,Jun,1984,Playhouse,Edinburgh,United Kingdom,European Express Tour,52.289,-1.259
23,Jun,1984,National Exhibition Center,Birmingham,United Kingdom,European Express Tour,52.289,-1.259
24,Jun,1984,National Exhibition Center,Birmingham,United Kingdom,European Express Tour,52.289,-1.259
25,Jun,1984,National Exhibition Center,Birmingham,United Kingdom,European Express Tour,52.289,-1.259
30,Jun,1984,Wembley Stadium,London,United Kingdom,Summer of 84 Concert,52.289,-1.259
10,Aug,1984,unknown,Monte Carlo,Monaco,red cross gala for prince rainier,43.738,7.424
17,Aug,1984,ASU Activities Center,Tempe,United States of America,Breaking Hearts Tour,40.079,-98.816
19,Aug,1984,Sports Arena,San Diego,United States of America,Breaking Hearts Tour,40.079,-98.816
21,Aug,1984,The Forum,Los Angeles,United States of America,Breaking Hearts Tour,40.079,-98.816
22,Aug,1984,The Forum,Los Angeles,United States of America,Breaking Hearts Tour,40.079,-98.816
23,Aug,1984,The Forum,Los Angeles,United States of America,Breaking Hearts Tour,40.079,-98.816
24,Aug,1984,Thomas and Mack Center,Las Vegas,United States of America,Breaking Hearts Tour,40.079,-98.816
26,Aug,1984,Irvine Meadows Amphitheatre,Irvine,United States of America,Breaking Hearts Tour,40.079,-98.816
28,Aug,1984,Cow Palace,Daly City,United States of America,Breaking Hearts Tour,40.079,-98.816
30,Aug,1984,Oakland-Alameda County Coliseum Arena,Oakland,United States of America,Breaking Hearts Tour,40.079,-98.816
31,Aug,1984,Tacoma Dome,Tacoma,United States of America,Breaking Hearts Tour,40.079,-98.816
1,Sep,1984,Pacific Coliseum,Vancouver,Canada,Breaking Hearts Tour,59.207,-111.194
2,Sep,1984,The Summit,Houston,United States of America,Breaking Hearts Tour,40.079,-98.816
3,Sep,1984,Olympic Saddledome,Calgary,Canada,Breaking Hearts Tour,59.207,-111.194
7,Sep,1984,McNichols Arena,Denver,United States of America,Breaking Hearts Tour,40.079,-98.816
9,Sep,1984,Alpine Valley Music Theatre,East Troy,United States of America,Breaking Hearts Tour,40.079,-98.816
11,Sep,1984,Rosemont Horizon,Rosemont,United States of America,Breaking Hearts Tour,40.079,-98.816
12,Sep,1984,Joe Louis Arena,Detroit,United States of America,Breaking Hearts Tour,40.079,-98.816
13,Sep,1984,Maple Leaf Gardens,Toronto,Canada,Breaking Hearts Tour,59.207,-111.194
15,Sep,1984,Blossom Music Center,Cuyahoga Falls,United States of America,Breaking Hearts Tour,40.079,-98.816
16,Sep,1984,Blossom Music Center,Cuyahoga Falls,United States of America,Breaking Hearts Tour,40.079,-98.816
18,Sep,1984,St. Paul Civic Center,St. Paul,United States of America,Breaking Hearts Tour,40.079,-98.816
20,Sep,1984,Kemper Arena,Kansas City,United States of America,Breaking Hearts Tour,40.079,-98.816
22,Sep,1984,Hilton Coliseum,Ames,United States of America,Breaking Hearts Tour,40.079,-98.816
23,Sep,1984,Carver–Hawkeye Arena,Iowa City,United States of America,Breaking Hearts Tour,40.079,-98.816
28,Sep,1984,The Summit,Houston,United States of America,Breaking Hearts Tour,40.079,-98.816
30,Sep,1984,LSU Assembly Center,Baton Rouge,United States of America,Breaking Hearts Tour,40.079,-98.816
3,Oct,1984,Mid South Coliseum,Memphis,United States of America,Breaking Hearts Tour,40.079,-98.816
6,Oct,1984,The Omni,Atlanta,United States of America,Breaking Hearts Tour,40.079,-98.816
7,Oct,1984,Murphy Center,Murfreesboro,United States of America,Breaking Hearts Tour,40.079,-98.816
9,Oct,1984,Stokely Athletic Center,Knoxville,United States of America,Breaking Hearts Tour,40.079,-98.816
13,Oct,1984,Hollywood Sportatorium,Hollywood,United States of America,Breaking Hearts Tour,40.079,-98.816
17,Oct,1984,Capital Centre,Landover,United States of America,Breaking Hearts Tour,40.079,-98.816
18,Oct,1984,Civic Arena,Pittsburgh,United States of America,Breaking Hearts Tour,40.079,-98.816
19,Oct,1984,Scope Arena,Norfolk,United States of America,Breaking Hearts Tour,40.079,-98.816
20,Oct,1984,Spectrum,Philadelphia,United States of America,Breaking Hearts Tour,40.079,-98.816
23,Oct,1984,Madison Square Garden,New York,United States of America,Breaking Hearts Tour,40.079,-98.816
24,Oct,1984,Madison Square Garden,New York,United States of America,Breaking Hearts Tour,40.079,-98.816
25,Oct,1984,Madison Square Garden,New York,United States of America,Breaking Hearts Tour,40.079,-98.816
26,Oct,1984,Madison Square Garden,New York,United States of America,Breaking Hearts Tour,40.079,-98.816
28,Oct,1984,The Spectrum,Philadelphia,United States of America,Breaking Hearts Tour,40.079,-98.816
29,Oct,1984,Veterans Memorial Coliseum,New Haven,United States of America,Breaking Hearts Tour,40.079,-98.816
30,Oct,1984,Montreal Forum,Montreal,Canada,Breaking Hearts Tour,59.207,-111.194
31,Oct,1984,Colisée de Québec,Quebec City,Canada,Breaking Hearts Tour,59.207,-111.194
3,Nov,1984,The Centrum,Worcester,United States of America,Breaking Hearts Tour,40.079,-98.816
4,Nov,1984,The Centrum,Worcester,United States of America,Breaking Hearts Tour,40.079,-98.816
5,Nov,1984,The Centrum,Worcester,United States of America,Breaking Hearts Tour,40.079,-98.816
7,Nov,1984,Reynolds Coliseum,Raleigh,United States of America,Breaking Hearts Tour,40.079,-98.816
8,Nov,1984,Charlotte Coliseum,Charlotte,United States of America,Breaking Hearts Tour,40.079,-98.816
9,Nov,1984,Reynolds Coliseum,Raleigh,United States of America,Breaking Hearts Tour,40.079,-98.816
12,Nov,1984,Madison Square Garden,New York,United States of America,Breaking Hearts Tour,40.079,-98.816
17,Nov,1984,USF Sun Dome,Tampa,United States of America,Breaking Hearts Tour,40.079,-98.816
18,Nov,1984,USF Sun Dome,Tampa,United States of America,Breaking Hearts Tour,40.079,-98.816
2,Jun,1985,Picturesque Venue,Montreaux,Switzerland,montreaux rock festival,46.779,8.033
13,Jul,1985,Wembley Stadium,London,United Kingdom,Live Aid,52.289,-1.259
14,Nov,1985,Royal Dublin Society,Dublin,Ireland,world tour 85/86,53.214,-7.588
15,Nov,1985,Royal Dublin Society,Dublin,Ireland,world tour 85/86,53.214,-7.588
16,Nov,1985,Royal Dublin Society,Dublin,Ireland,world tour 85/86,53.214,-7.588
17,Nov,1985,Royal Dublin Society,Dublin,Ireland,world tour 85/86,53.214,-7.588
20,Nov,1985,Newport Center,Newport,United Kingdom,world tour 85/86,52.289,-1.259
21,Nov,1985,Newport Center,Newport,United Kingdom,world tour 85/86,52.289,-1.259
23,Nov,1985,St. Austell Coliseum,St. Austell,United Kingdom,world tour 85/86,52.289,-1.259
24,Nov,1985,St. Austell Coliseum,St. Austell,United Kingdom,world tour 85/86,52.289,-1.259
26,Nov,1985,City Hall,Sheffield,United Kingdom,world tour 85/86,52.289,-1.259
27,Nov,1985,City Hall,Sheffield,United Kingdom,world tour 85/86,52.289,-1.259
28,Nov,1985,Edinburgh Playhouse,Edinburgh,United Kingdom,world tour 85/86,52.289,-1.259
29,Nov,1985,Edinburgh Playhouse,Edinburgh,United Kingdom,world tour 85/86,52.289,-1.259
1,Dec,1985,Manchester Apollo,Manchester,United Kingdom,world tour 85/86,52.289,-1.259
2,Dec,1985,Manchester Apollo,Manchester,United Kingdom,world tour 85/86,52.289,-1.259
3,Dec,1985,Manchester Apollo,Manchester,United Kingdom,world tour 85/86,52.289,-1.259
4,Dec,1985,Royal Concert Hall,Nottingham,United Kingdom,world tour 85/86,52.289,-1.259
5,Dec,1985,Royal Concert Hall,Nottingham,United Kingdom,world tour 85/86,52.289,-1.259
7,Dec,1985,Brighton Centre,Brighton,United Kingdom,world tour 85/86,52.289,-1.259
11,Dec,1985,Wembley Arena,London,United Kingdom,world tour 85/86,52.289,-1.259
12,Dec,1985,Wembley Arena,London,United Kingdom,world tour 85/86,52.289,-1.259
13,Dec,1985,Wembley Arena,London,United Kingdom,world tour 85/86,52.289,-1.259
14,Dec,1985,Wembley Arena,London,United Kingdom,world tour 85/86,52.289,-1.259
15,Dec,1985,Wembley Arena,London,United Kingdom,world tour 85/86,52.289,-1.259
16,Dec,1985,Wembley Arena,London,United Kingdom,world tour 85/86,52.289,-1.259
17,Dec,1985,Wembley Arena,London,United Kingdom,world tour 85/86,52.289,-1.259
18,Dec,1985,Wembley Arena,London,United Kingdom,world tour 85/86,52.289,-1.259
19,Dec,1985,Wembley Arena,London,United Kingdom,world tour 85/86,52.289,-1.259
21,Dec,1985,National Exhibition Center,Birmingham,United Kingdom,world tour 85/86,52.289,-1.259
22,Dec,1985,National Exhibition Center,Birmingham,United Kingdom,world tour 85/86,52.289,-1.259
23,Dec,1985,National Exhibition Center,Birmingham,United Kingdom,world tour 85/86,52.289,-1.259
30,Dec,1985,International Center,Bournemouth,United Kingdom,world tour 85/86,52.289,-1.259
31,Dec,1985,International Center,Bournemouth,United Kingdom,world tour 85/86,52.289,-1.259
3,Jan,1986,Glasgow Center,Glasgow,United Kingdom,world tour 85/86,52.289,-1.259
4,Jan,1986,Glasgow Center,Glasgow,United Kingdom,world tour 85/86,52.289,-1.259
5,Jan,1986,City Hall,Newcastle,United Kingdom,world tour 85/86,52.289,-1.259
6,Jan,1986,City Hall,Newcastle,United Kingdom,world tour 85/86,52.289,-1.259
7,Jan,1986,City Hall,Newcastle,United Kingdom,world tour 85/86,52.289,-1.259
9,Jan,1986,Kings Hall,Belfast,Ireland,world tour 85/86,53.214,-7.588
10,Jan,1986,Kings Hall,Belfast,Ireland,world tour 85/86,53.214,-7.588
11,Jan,1986,Kings Hall,Belfast,Ireland,world tour 85/86,53.214,-7.588
1,Mar,1986,Palais Des Desportes,Madrid,Spain,world tour 85/86,40.617,-3.388
2,Mar,1986,Velodromo de Anoeta,San Sebastian,Spain,world tour 85/86,40.617,-3.388
4,Mar,1986,Sports Palace,Barcelona,Spain,world tour 85/86,40.617,-3.388
6,Mar,1986,Patinoire Meriadeck,Bordeaux,France,world tour 85/86,46.656,2.543
7,Mar,1986,Palais des Sports,Toulouse,France,world tour 85/86,46.656,2.543
8,Mar,1986,Palais des Sports,Toulouse,France,world tour 85/86,46.656,2.543
10,Mar,1986,palais des sports,Lyon,France,world tour 85/86,46.656,2.543
11,Mar,1986,Chapiteau a Bonneveine,Marseille,France,world tour 85/86,46.656,2.543
14,Mar,1986,Palais des Sports,Beaulieu,France,world tour 85/86,46.656,2.543
15,Mar,1986,Parc De Penfeld,Brest,France,world tour 85/86,46.656,2.543
17,Mar,1986,Palais des Sports Saint-Sauveur,Lille,France,world tour 85/86,46.656,2.543
18,Mar,1986,Palais Des Sports,Lille,France,world tour 85/86,46.656,2.543
19,Mar,1986,Palais Omnisports,Paris,France,world tour 85/86,46.656,2.543
20,Mar,1986,Palais Omnisports,Bercy,France,world tour 85/86,46.656,2.543
21,Mar,1986,Palais Omnisports,Paris,France,world tour 85/86,46.656,2.543
22,Mar,1986,Palais Omnisports,Paris,France,world tour 85/86,46.656,2.543
25,Mar,1986,The Sporthall St.Jacob,Basel,Switzerland,world tour 85/86,46.779,8.033
30,Mar,1986,Olympiahalle,Munchen,Germany,world tour 85/86,51.382,9.988
1,Apr,1986,Waldbuhne Amphitheatre,Berlin,Germany,world tour 85/86,51.382,9.988
2,Apr,1986,Stadionsporthalle,Hannover,Germany,world rour 85/86,51.382,9.988
3,Apr,1986,Festhalle,Frankfurt,Germany,world tour 85/86,51.382,9.988
4,Apr,1986,Festhalle,Frankfurt,Germany,world tour 85/86,51.382,9.988
5,Apr,1986,Westfalenhalle,Dortmund,Germany,world tour 85/86,51.382,9.988
6,Apr,1986,Sporthalle,Koln,Germany,world tour 85/86,51.382,9.988
20,Apr,1986,Stadthalle (2 shows),Vienna,Austria,world tour 85/86,47.65,14.705
23,Apr,1986,Ahoy Arena,Rotterdam,Netherlands,world tour 85/86,52.17,5.01
24,Apr,1986,Ahoy Arena,Rotterdam,Netherlands,world tour 85/86,52.17,5.01
26,Apr,1986,Vorst Nationaal,Brussels,Belgium,world tour 85/86,50.675,4.459
28,Jun,1986,Wembley Arena,London,United Kingdom,guest at Wham's final concert,52.289,-1.259
20,Jul,1986,Wembley Arena,London,United Kingdom,princes trust concert,52.289,-1.259
15,Aug,1986,Joe Louis Arena,Detroit,United States of America,world tour 85/86,40.079,-98.816
17,Aug,1986,Pine Knob Music Theatre,Clarkston,United States of America,world tour 85/86,40.079,-98.816
18,Aug,1986,Joe Louis Arena,Detroit,United States of America,world tour 85/86,40.079,-98.816
19,Aug,1986,Blossom Music Center,Cuyahoga Falls,United States of America,world tour 85/86,40.079,-98.816
21,Aug,1986,Sandstone Amphitheater,Bonner Springs,United States of America,world tour 85/86,40.079,-98.816
22,Aug,1986,St. Paul Civic Center,St. Paul,United States of America,world tour 85/86,40.079,-98.816
23,Aug,1986,Poplar Creek Music Theatre,Chicago,United States of America,world tour 85/86,40.079,-98.816
26,Aug,1986,CNE Grandstand,Toronto,Canada,world tour 85/86,59.207,-111.194
27,Aug,1986,Jarry Park,Montreal,Canada,world tour 85/86,59.207,-111.194
29,Aug,1986,Hartford Civic Center,Hartford,United States of America,world tour 85/86,40.079,-98.816
30,Aug,1986,Saratoga Performing Arts Center,Saratoga Springs,United States of America,world tour 85/86,40.079,-98.816
31,Aug,1986,Merriweather Post Pavilion,Columbia,United States of America,world tour 85/86,40.079,-98.816
2,Sep,1986,The Spectrum,Philadelphia,United States of America,world tour 85/86,40.079,-98.816
3,Sep,1986,Centrum,Worcester,United States of America,world tour 85/86,40.079,-98.816
5,Sep,1986,Centrum,Worcester,United States of America,world tour 85/86,40.079,-98.816
6,Sep,1986,The Centrum,Worcester,United States of America,world tour 85/86,40.079,-98.816
7,Sep,1986,Civic Center,Providence,United States of America,world tour 85/86,40.079,-98.816
8,Sep,1986,The Spectrum,Philadelphia,United States of America,world tour 85/86,40.079,-98.816
11,Sep,1986,Madison Square Garden,New York,United States of America,world tour 85/86,40.079,-98.816
12,Sep,1986,Madison Square Garden,New York,United States of America,world tour 85/86,40.079,-98.816
13,Sep,1986,Madison Square Garden,New York,United States of America,world tour 85/86,40.079,-98.816
14,Sep,1986,Madison Square Garden,New York,United States of America,world tour 85/86,40.079,-98.816
16,Sep,1986,The Omni,Atlanta,United States of America,world tour 85/86,40.079,-98.816
20,Sep,1986,Leon County Civic Center,Tallahassee,United States of America,world tour 85/86,40.079,-98.816
21,Sep,1986,USF Sun Dome,Tampa,United States of America,world tour 85/86,40.079,-98.816
23,Sep,1986,Starwood Amphitheatre,Nashville,United States of America,world tour 85/86,40.079,-98.816
26,Sep,1986,The Summit,Houston,United States of America,world tour 85/86,40.079,-98.816
27,Sep,1986,Reunion Arena,Dallas,United States of America,world tour 85/86,40.079,-98.816
30,Sep,1986,McNichols Arena,Denver,United States of America,world tour 85/86,40.079,-98.816
3,Oct,1986,Oakland-Alameda County Coliseum Arena,Oakland,United States of America,world tour 85/86,40.079,-98.816
4,Oct,1986,Pacific Amphitheater,Costa Mesa,United States of America,world tour 85/86,40.079,-98.816
7,Oct,1986,Universal Amphitheatre,Los Angeles,United States of America,world tour 85/86,40.079,-98.816
10,Oct,1986,Universal Amphitheatre,Los Angeles,United States of America,world tour 85/86,40.079,-98.816
12,Oct,1986,Hollywood Bowl,Los Angeles,United States of America,world tour 85/86,40.079,-98.816
5,Nov,1986,Brisbane Entertainment Center,Brisbane,Australia,Tour De Force,-24.578,133.582
6,Nov,1986,Brisbane Entertainment Center,Brisbane,Australia,Tour De Force,-24.578,133.582
7,Nov,1986,Brisbane Entertainment Center,Brisbane,Australia,Tour De Force,-24.578,133.582
10,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force,-24.578,133.582
11,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force,-24.578,133.582
12,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force,-24.578,133.582
13,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force,-24.578,133.582
15,Nov,1986,The Sports And Entertainment Center,Melbourne,Australia,Tour De Force,-24.578,133.582
